time,velocity 
0,0
0.2,0.1215
0.4,0.168187
0.6,0.215928
0.8,0.264675
1,0.314417
1.2,0.365143
1.4,0.416842
1.6,0.469504
1.8,0.523118
2,0.577675
2.2,0.633163
2.4,0.689573
2.6,0.746895
2.8,0.805118
3,0.864233
3.2,0.92423
3.4,0.985099
3.6,1.04683
3.8,1.10942
4,1.17285
4.2,1.23711
4.4,1.3022
4.6,1.3681
4.8,1.43482
