time,velocity 
28.6,59.7863
28.8,59.9227
29,60.058
29.2,60.1921
29.4,60.3252
29.6,60.4571
29.8,60.5881
30,60.718
30.2,60.8469
30.4,60.9747
30.6,61.1016
30.8,61.2275
31,61.3524
31.2,61.4764
31.4,61.5995
31.6,61.7216
31.8,61.8429
32,61.9632
32.2,62.0827
32.4,62.2012
32.6,62.319
32.8,62.4359
33,62.5519
33.2,62.6672
33.4,62.7816
33.6,62.8952
33.8,63.0081
34,63.1202
34.2,63.2315
34.4,63.342
34.6,63.4519
34.8,63.561
35,63.6693
35.2,63.777
35.4,63.8839
35.6,63.9902
35.8,64.0958
36,64.2007
36.2,64.305
36.4,64.4086
36.6,64.5115
36.8,64.6138
37,64.7155
37.2,64.8166
37.4,64.9171
37.6,65.0169
37.8,65.1162
38,65.2148
38.2,65.3129
38.4,65.4105
38.6,65.5074
38.8,65.6038
39,65.6997
39.2,65.795
39.4,65.8898
39.6,65.984
39.8,66.0777
40,66.171
40.2,66.2637
40.4,66.3559
40.6,66.4476
40.8,66.5388
41,66.6295
41.2,66.7198
41.4,66.8095
41.6,66.8989
41.8,66.9877
42,67.0761
42.2,67.1641
42.4,67.2516
42.6,67.3387
42.8,67.4253
43,67.5115
43.2,67.5973
43.4,67.6827
43.6,67.7676
43.8,67.8522
44,67.9363
44.2,68.0201
44.4,68.1034
44.6,68.1864
44.8,68.269
45,68.3512
45.2,68.433
45.4,68.5145
45.6,68.5955
45.8,68.6763
46,68.7566
46.2,68.8366
46.4,68.9163
46.6,68.9956
46.8,69.0746
47,69.1532
47.2,69.2315
47.4,69.3094
47.6,69.387
47.8,69.4643
48,69.5413
48.2,69.618
48.4,69.6943
48.6,69.7703
48.8,69.846
49,69.9215
49.2,69.9966
49.4,70.0714
49.6,70.1459
49.8,70.2201
50,70.294
50.2,70.3676
50.4,70.441
50.6,70.514
50.8,70.5868
51,70.6593
51.2,70.7316
51.4,70.8035
51.6,70.8752
51.8,70.9466
52,71.0178
52.2,71.0887
52.4,71.1593
52.6,71.2297
52.8,71.2998
53,71.3697
53.2,71.4393
53.4,71.5086
53.6,71.5778
53.8,71.6466
54,71.7153
54.2,71.7837
54.4,71.8518
54.6,71.9197
54.8,71.9874
55,72.0549
55.2,72.1221
55.4,72.1891
55.6,72.2559
55.8,72.3224
56,72.3887
56.2,72.4548
56.4,72.5207
56.6,72.5864
56.8,72.6518
57,72.7171
57.2,72.7821
57.4,72.8469
57.6,72.9115
57.8,72.9759
58,73.0401
58.2,73.1041
58.4,73.1679
58.6,73.2314
58.8,73.2948
59,73.358
59.2,73.421
59.4,73.4838
59.6,73.5464
59.8,73.6088
60,73.671
60.2,73.733
60.4,73.7948
60.6,73.8565
60.8,73.9179
61,73.9792
61.2,74.0403
61.4,74.1012
61.6,74.1619
61.8,74.2225
62,74.2829
62.2,74.343
62.4,74.4031
62.6,74.4629
62.8,74.5226
63,74.5821
63.2,74.6414
63.4,74.7005
63.6,74.7595
63.8,74.8183
64,74.8769
64.2,74.9354
64.4,74.9937
64.6,75.0519
64.8,75.1098
65,75.1677
65.2,75.2253
65.4,75.2828
65.6,75.3401
65.8,75.3973
66,75.4543
66.2,75.5112
66.4,75.5679
66.6,75.6244
66.8,75.6808
67,75.737
67.2,75.7931
67.4,75.849
67.6,75.9048
67.8,75.9604
68,76.0159
68.2,76.0712
68.4,76.1264
68.6,76.1814
68.8,76.2363
69,76.291
69.2,76.3456
69.4,76.4001
69.6,76.4544
69.8,76.5085
70,76.5626
70.2,76.6164
70.4,76.6702
70.6,76.7237
70.8,76.7772
71,76.8305
71.2,76.8837
71.4,76.9367
71.6,76.9896
71.8,77.0424
72,77.095
72.2,77.1475
72.4,77.1998
72.6,77.252
72.8,77.3041
73,77.3561
73.2,77.4079
73.4,77.4596
73.6,77.5111
73.8,77.5626
74,77.6139
74.2,77.665
74.4,77.7161
74.6,77.767
74.8,77.8177
75,77.8684
75.2,77.9189
75.4,77.9693
75.6,78.0196
75.8,78.0697
76,78.1198
76.2,78.1696
76.4,78.2194
76.6,78.2691
76.8,78.3186
77,78.368
77.2,78.4173
77.4,78.4664
77.6,78.5155
77.8,78.5644
78,78.6132
78.2,78.6619
78.4,78.7104
78.6,78.7589
78.8,78.8072
79,78.8554
79.2,78.9035
79.4,78.9514
79.6,78.9993
79.8,79.047
80,79.0946
80.2,79.1421
80.4,79.1895
80.6,79.2368
80.8,79.2839
81,79.331
81.2,79.3779
81.4,79.4247
81.6,79.4714
81.8,79.518
82,79.5645
82.2,79.6109
82.4,79.6571
82.6,79.7033
82.8,79.7493
83,79.7952
83.2,79.8411
83.4,79.8868
83.6,79.9324
83.8,79.9778
84,80.0232
84.2,80.0685
84.4,80.1137
84.6,80.1587
84.8,80.2037
85,80.2485
85.2,80.2933
85.4,80.3379
85.6,80.3824
85.8,80.4268
86,80.4711
86.2,80.5154
86.4,80.5595
86.6,80.6035
86.8,80.6474
87,80.6912
87.2,80.7349
87.4,80.7784
87.6,80.8219
87.8,80.8653
88,80.9086
88.2,80.9518
88.4,80.9949
88.6,81.0378
88.8,81.0807
89,81.1235
89.2,81.1662
89.4,81.2088
89.6,81.2512
89.8,81.2936
90,81.3359
90.2,81.3781
90.4,81.4202
90.6,81.4622
90.8,81.504
91,81.5458
91.2,81.5875
91.4,81.6291
91.6,81.6706
91.8,81.712
92,81.7533
92.2,81.7946
92.4,81.8357
92.6,81.8767
92.8,81.9176
93,81.9585
93.2,81.9992
93.4,82.0398
93.6,82.0804
93.8,82.1208
94,82.1612
94.2,82.2015
94.4,82.2416
94.6,82.2817
94.8,82.3217
95,82.3616
95.2,82.4014
95.4,82.4411
95.6,82.4808
95.8,82.5203
96,82.5597
96.2,82.5991
96.4,82.6383
96.6,82.6775
96.8,82.7166
97,82.7556
97.2,82.7945
97.4,82.8333
97.6,82.872
97.8,82.9106
98,82.9492
98.2,82.9876
98.4,83.026
98.6,83.0643
98.8,83.1025
99,83.1406
99.2,83.1786
99.4,83.2165
99.6,83.2544
99.8,83.2921
100,83.3298
100.2,83.3674
100.4,83.4049
100.6,83.4423
100.8,83.4796
101,83.5169
101.2,83.554
101.4,83.5911
101.6,83.6281
101.8,83.665
102,83.7018
102.2,83.7385
102.4,83.7752
102.6,83.8118
102.8,83.8482
103,83.8846
103.2,83.921
103.4,83.9572
103.6,83.9933
103.8,84.0294
104,84.0654
104.2,84.1013
104.4,84.1371
104.6,84.1729
104.8,84.2085
105,84.2441
105.2,84.2796
105.4,84.315
105.6,84.3504
105.8,84.3856
106,84.4208
106.2,84.4559
106.4,84.4909
106.6,84.5259
106.8,84.5607
107,84.5955
107.2,84.6302
107.4,84.6648
107.6,84.6994
107.8,84.7338
108,84.7682
108.2,84.8025
108.4,84.8367
108.6,84.8709
108.8,84.905
109,84.939
109.2,84.9729
109.4,85.0067
109.6,85.0405
109.8,85.0742
110,85.1078
110.2,85.1413
110.4,85.1748
110.6,85.2082
110.8,85.2415
111,85.2747
111.2,85.3079
111.4,85.341
111.6,85.374
111.8,85.4069
112,85.4398
112.2,85.4726
112.4,85.5053
112.6,85.5379
112.8,85.5705
113,85.603
113.2,85.6354
113.4,85.6677
113.6,85.7
113.8,85.7322
114,85.7643
114.2,85.7964
114.4,85.8283
114.6,85.8603
114.8,85.8921
115,85.9238
115.2,85.9555
115.4,85.9872
115.6,86.0187
115.8,86.0502
116,86.0816
116.2,86.1129
116.4,86.1442
116.6,86.1754
116.8,86.2065
117,86.2375
117.2,86.2685
117.4,86.2994
117.6,86.3303
117.8,86.361
118,86.3917
118.2,86.4224
118.4,86.4529
118.6,86.4834
118.8,86.5139
119,86.5442
119.2,86.5745
119.4,86.6047
119.6,86.6349
119.8,86.665
120,86.695
120.2,86.7249
120.4,86.7548
120.6,86.7846
120.8,86.8144
121,86.844
121.2,86.8737
121.4,86.9032
121.6,86.9327
121.8,86.9621
122,86.9914
122.2,87.0207
122.4,87.0499
122.6,87.0791
122.8,87.1081
123,87.1372
123.2,87.1661
123.4,87.195
123.6,87.2238
123.8,87.2526
124,87.2813
124.2,87.3099
124.4,87.3384
124.6,87.3669
124.8,87.3954
125,87.4237
125.2,87.452
125.4,87.4803
125.6,87.5085
125.8,87.5366
126,87.5646
126.2,87.5926
126.4,87.6205
126.6,87.6484
126.8,87.6762
127,87.7039
127.2,87.7316
127.4,87.7592
127.6,87.7867
127.8,87.8142
128,87.8417
128.2,87.869
128.4,87.8963
128.6,87.9236
128.8,87.9507
129,87.9778
129.2,88.0049
129.4,88.0319
129.6,88.0588
129.8,88.0857
130,88.1125
130.2,88.1393
130.4,88.1659
130.6,88.1926
130.8,88.2191
131,88.2457
131.2,88.2721
131.4,88.2985
131.6,88.3248
131.8,88.3511
132,88.3773
132.2,88.4035
132.4,88.4296
132.6,88.4556
132.8,88.4816
133,88.5075
133.2,88.5334
133.4,88.5592
133.6,88.5849
133.8,88.6106
134,88.6362
134.2,88.6618
134.4,88.6873
134.6,88.7128
134.8,88.7382
135,88.7635
135.2,88.7888
135.4,88.814
135.6,88.8392
135.8,88.8643
136,88.8893
136.2,88.9143
136.4,88.9393
136.6,88.9642
136.8,88.989
137,89.0138
137.2,89.0385
137.4,89.0632
137.6,89.0878
137.8,89.1123
138,89.1368
138.2,89.1613
138.4,89.1857
138.6,89.21
138.8,89.2343
139,89.2585
139.2,89.2827
139.4,89.3068
139.6,89.3308
139.8,89.3549
140,89.3788
140.2,89.4027
140.4,89.4266
140.6,89.4503
140.8,89.4741
141,89.4978
141.2,89.5214
141.4,89.545
141.6,89.5685
141.8,89.592
142,89.6154
142.2,89.6388
142.4,89.6621
142.6,89.6853
142.8,89.7085
143,89.7317
143.2,89.7548
143.4,89.7778
143.6,89.8008
143.8,89.8238
144,89.8467
144.2,89.8695
144.4,89.8923
144.6,89.9151
144.8,89.9378
145,89.9604
145.2,89.983
145.4,90.0055
145.6,90.028
145.8,90.0505
146,90.0728
146.2,90.0952
146.4,90.1175
146.6,90.1397
146.8,90.1619
147,90.184
147.2,90.2061
147.4,90.2281
147.6,90.2501
147.8,90.2721
148,90.294
148.2,90.3158
148.4,90.3376
148.6,90.3593
148.8,90.381
149,90.4027
149.2,90.4242
149.4,90.4458
149.6,90.4673
149.8,90.4887
150,90.5101
150.2,90.5315
150.4,90.5528
150.6,90.574
150.8,90.5953
151,90.6164
151.2,90.6375
151.4,90.6586
151.6,90.6796
151.8,90.7006
152,90.7215
152.2,90.7424
152.4,90.7632
152.6,90.784
152.8,90.8047
153,90.8254
153.2,90.8461
153.4,90.8667
153.6,90.8872
153.8,90.9077
154,90.9282
154.2,90.9486
154.4,90.9689
154.6,90.9893
154.8,91.0095
155,91.0298
155.2,91.0499
155.4,91.0701
155.6,91.0902
155.8,91.1102
156,91.1302
156.2,91.1502
156.4,91.1701
156.6,91.19
156.8,91.2098
157,91.2296
157.2,91.2493
157.4,91.269
157.6,91.2886
157.8,91.3082
158,91.3278
158.2,91.3473
158.4,91.3668
158.6,91.3862
158.8,91.4056
159,91.4249
159.2,91.4442
159.4,91.4634
159.6,91.4826
159.8,91.5018
160,91.5209
160.2,91.54
160.4,91.559
160.6,91.578
160.8,91.597
161,91.6159
161.2,91.6347
161.4,91.6536
161.6,91.6723
161.8,91.6911
162,91.7098
162.2,91.7284
162.4,91.747
162.6,91.7656
162.8,91.7841
163,91.8026
163.2,91.8211
163.4,91.8395
163.6,91.8578
163.8,91.8761
164,91.8944
164.2,91.9127
164.4,91.9309
164.6,91.949
164.8,91.9671
165,91.9852
165.2,92.0032
165.4,92.0212
165.6,92.0392
165.8,92.0571
166,92.075
166.2,92.0928
166.4,92.1106
166.6,92.1283
166.8,92.146
167,92.1637
167.2,92.1813
167.4,92.1989
167.6,92.2165
167.8,92.234
168,92.2515
168.2,92.2689
168.4,92.2863
168.6,92.3036
168.8,92.321
169,92.3382
169.2,92.3555
169.4,92.3727
169.6,92.3898
169.8,92.407
170,92.424
170.2,92.4411
170.4,92.4581
170.6,92.4751
170.8,92.492
171,92.5089
171.2,92.5257
171.4,92.5426
171.6,92.5593
171.8,92.5761
172,92.5928
172.2,92.6094
172.4,92.6261
172.6,92.6427
172.8,92.6592
173,92.6757
173.2,92.6922
173.4,92.7087
173.6,92.7251
173.8,92.7414
174,92.7578
174.2,92.774
174.4,92.7903
174.6,92.8065
174.8,92.8227
175,92.8389
175.2,92.855
175.4,92.871
175.6,92.8871
175.8,92.9031
176,92.9191
176.2,92.935
176.4,92.9509
176.6,92.9667
176.8,92.9826
177,92.9984
177.2,93.0141
177.4,93.0298
177.6,93.0455
177.8,93.0612
178,93.0768
178.2,93.0923
178.4,93.1079
178.6,93.1234
178.8,93.1389
179,93.1543
179.2,93.1697
179.4,93.1851
179.6,93.2004
179.8,93.2157
180,93.231
180.2,93.2462
180.4,93.2614
180.6,93.2765
180.8,93.2917
181,93.3068
181.2,93.3218
181.4,93.3369
181.6,93.3518
181.8,93.3668
182,93.3817
182.2,93.3966
182.4,93.4115
182.6,93.4263
182.8,93.4411
183,93.4558
183.2,93.4706
183.4,93.4853
183.6,93.4999
183.8,93.5145
184,93.5291
184.2,93.5437
184.4,93.5582
184.6,93.5727
184.8,93.5872
185,93.6016
185.2,93.616
185.4,93.6304
185.6,93.6447
185.8,93.659
186,93.6732
186.2,93.6875
186.4,93.7017
186.6,93.7159
186.8,93.73
187,93.7441
187.2,93.7582
187.4,93.7722
187.6,93.7862
187.8,93.8002
188,93.8142
188.2,93.8281
188.4,93.842
188.6,93.8558
188.8,93.8696
189,93.8834
189.2,93.8972
189.4,93.9109
189.6,93.9246
189.8,93.9383
190,93.9519
190.2,93.9655
190.4,93.9791
190.6,93.9927
190.8,94.0062
191,94.0197
191.2,94.0331
191.4,94.0465
191.6,94.0599
191.8,94.0733
192,94.0866
192.2,94.0999
192.4,94.1132
192.6,94.1265
192.8,94.1397
193,94.1529
193.2,94.166
193.4,94.1791
193.6,94.1922
193.8,94.2053
194,94.2183
194.2,94.2313
194.4,94.2443
194.6,94.2573
194.8,94.2702
195,94.2831
195.2,94.296
195.4,94.3088
195.6,94.3216
195.8,94.3344
196,94.3471
196.2,94.3598
196.4,94.3725
196.6,94.3852
196.8,94.3978
197,94.4104
197.2,94.423
197.4,94.4355
197.6,94.4481
197.8,94.4606
198,94.473
198.2,94.4854
198.4,94.4979
198.6,94.5102
198.8,94.5226
199,94.5349
199.2,94.5472
199.4,94.5595
199.6,94.5717
199.8,94.5839
200,94.5961
200.2,94.6083
200.4,94.6204
200.6,94.6325
200.8,94.6446
201,94.6566
201.2,94.6687
201.4,94.6806
201.6,94.6926
201.8,94.7046
202,94.7165
202.2,94.7284
202.4,94.7402
202.6,94.7521
202.8,94.7639
203,94.7756
203.2,94.7874
203.4,94.7991
203.6,94.8108
203.8,94.8225
204,94.8341
204.2,94.8458
204.4,94.8574
204.6,94.8689
204.8,94.8805
205,94.892
205.2,94.9035
205.4,94.915
205.6,94.9264
205.8,94.9378
206,94.9492
206.2,94.9606
206.4,94.9719
206.6,94.9832
206.8,94.9945
207,95.0058
207.2,95.017
207.4,95.0282
207.6,95.0394
207.8,95.0506
208,95.0617
208.2,95.0728
208.4,95.0839
208.6,95.0949
208.8,95.106
209,95.117
209.2,95.128
209.4,95.1389
209.6,95.1499
209.8,95.1608
210,95.1717
210.2,95.1825
210.4,95.1934
210.6,95.2042
210.8,95.215
211,95.2258
211.2,95.2365
211.4,95.2472
211.6,95.2579
211.8,95.2686
212,95.2792
212.2,95.2898
212.4,95.3004
212.6,95.311
212.8,95.3216
213,95.3321
213.2,95.3426
213.4,95.3531
213.6,95.3635
213.8,95.374
214,95.3844
214.2,95.3947
214.4,95.4051
214.6,95.4154
214.8,95.4258
215,95.436
215.2,95.4463
215.4,95.4566
215.6,95.4668
215.8,95.477
216,95.4872
216.2,95.4973
216.4,95.5074
216.6,95.5176
216.8,95.5276
217,95.5377
217.2,95.5477
217.4,95.5578
217.6,95.5677
217.8,95.5777
218,95.5877
218.2,95.5976
218.4,95.6075
218.6,95.6174
218.8,95.6272
219,95.6371
219.2,95.6469
219.4,95.6567
219.6,95.6665
219.8,95.6762
220,95.6859
220.2,95.6956
220.4,95.7053
220.6,95.715
220.8,95.7246
221,95.7343
221.2,95.7439
221.4,95.7534
221.6,95.763
221.8,95.7725
222,95.782
222.2,95.7915
222.4,95.801
222.6,95.8104
222.8,95.8199
223,95.8293
223.2,95.8386
223.4,95.848
223.6,95.8573
223.8,95.8667
224,95.876
224.2,95.8852
224.4,95.8945
224.6,95.9037
224.8,95.913
225,95.9222
225.2,95.9313
225.4,95.9405
225.6,95.9496
225.8,95.9587
226,95.9678
226.2,95.9769
226.4,95.9859
226.6,95.995
226.8,96.004
227,96.013
227.2,96.0219
227.4,96.0309
227.6,96.0398
227.8,96.0487
228,96.0576
228.2,96.0665
228.4,96.0753
228.6,96.0842
228.8,96.093
229,96.1018
229.2,96.1105
229.4,96.1193
229.6,96.128
229.8,96.1367
230,96.1454
230.2,96.1541
230.4,96.1628
230.6,96.1714
230.8,96.18
231,96.1886
231.2,96.1972
231.4,96.2057
231.6,96.2143
231.8,96.2228
232,96.2313
232.2,96.2398
232.4,96.2482
232.6,96.2567
232.8,96.2651
233,96.2735
233.2,96.2819
233.4,96.2902
233.6,96.2986
233.8,96.3069
234,96.3152
234.2,96.3235
234.4,96.3318
234.6,96.34
234.8,96.3483
235,96.3565
235.2,96.3647
235.4,96.3729
235.6,96.381
235.8,96.3892
236,96.3973
236.2,96.4054
236.4,96.4135
236.6,96.4215
236.8,96.4296
237,96.4376
237.2,96.4456
237.4,96.4536
237.6,96.4616
237.8,96.4696
238,96.4775
238.2,96.4855
238.4,96.4934
238.6,96.5012
238.8,96.5091
239,96.517
239.2,96.5248
239.4,96.5326
239.6,96.5404
239.8,96.5482
240,96.556
240.2,96.5637
240.4,96.5715
240.6,96.5792
240.8,96.5869
241,96.5945
241.2,96.6022
241.4,96.6099
241.6,96.6175
241.8,96.6251
242,96.6327
242.2,96.6403
242.4,96.6478
242.6,96.6554
242.8,96.6629
243,96.6704
243.2,96.6779
243.4,96.6854
243.6,96.6928
243.8,96.7003
244,96.7077
244.2,96.7151
244.4,96.7225
244.6,96.7299
244.8,96.7372
245,96.7446
245.2,96.7519
245.4,96.7592
245.6,96.7665
245.8,96.7738
246,96.781
246.2,96.7883
246.4,96.7955
246.6,96.8027
246.8,96.8099
247,96.8171
247.2,96.8242
247.4,96.8314
247.6,96.8385
247.8,96.8456
248,96.8527
248.2,96.8598
248.4,96.8669
248.6,96.8739
248.8,96.8809
249,96.888
249.2,96.895
249.4,96.9019
249.6,96.9089
249.8,96.9159
250,96.9228
250.2,96.9297
250.4,96.9366
250.6,96.9435
250.8,96.9504
251,96.9573
251.2,96.9641
251.4,96.9709
251.6,96.9778
251.8,96.9846
252,96.9913
252.2,96.9981
252.4,97.0049
252.6,97.0116
252.8,97.0183
253,97.025
253.2,97.0317
253.4,97.0384
253.6,97.0451
253.8,97.0517
254,97.0583
254.2,97.065
254.4,97.0716
254.6,97.0782
254.8,97.0847
255,97.0913
255.2,97.0978
255.4,97.1044
255.6,97.1109
255.8,97.1174
256,97.1239
256.2,97.1303
256.4,97.1368
256.6,97.1432
256.8,97.1497
257,97.1561
257.2,97.1625
257.4,97.1689
257.6,97.1752
257.8,97.1816
258,97.1879
258.2,97.1942
258.4,97.2006
258.6,97.2069
258.8,97.2131
259,97.2194
259.2,97.2257
259.4,97.2319
259.6,97.2381
259.8,97.2444
260,97.2506
260.2,97.2567
260.4,97.2629
260.6,97.2691
260.8,97.2752
261,97.2813
261.2,97.2875
261.4,97.2936
261.6,97.2997
261.8,97.3057
262,97.3118
262.2,97.3178
262.4,97.3239
262.6,97.3299
262.8,97.3359
263,97.3419
263.2,97.3479
263.4,97.3538
263.6,97.3598
263.8,97.3657
264,97.3717
264.2,97.3776
264.4,97.3835
264.6,97.3894
264.8,97.3952
265,97.4011
265.2,97.4069
265.4,97.4128
265.6,97.4186
265.8,97.4244
266,97.4302
266.2,97.436
266.4,97.4418
266.6,97.4475
266.8,97.4533
267,97.459
267.2,97.4647
267.4,97.4704
267.6,97.4761
267.8,97.4818
268,97.4874
268.2,97.4931
268.4,97.4987
268.6,97.5044
268.8,97.51
269,97.5156
269.2,97.5212
269.4,97.5267
269.6,97.5323
269.8,97.5379
270,97.5434
270.2,97.5489
270.4,97.5544
270.6,97.5599
270.8,97.5654
271,97.5709
271.2,97.5764
271.4,97.5818
271.6,97.5873
271.8,97.5927
272,97.5981
272.2,97.6035
272.4,97.6089
272.6,97.6143
272.8,97.6197
273,97.625
273.2,97.6304
273.4,97.6357
273.6,97.641
273.8,97.6463
274,97.6516
274.2,97.6569
274.4,97.6622
274.6,97.6674
274.8,97.6727
275,97.6779
275.2,97.6831
275.4,97.6883
275.6,97.6935
275.8,97.6987
276,97.7039
276.2,97.7091
276.4,97.7142
276.6,97.7194
276.8,97.7245
277,97.7296
277.2,97.7347
277.4,97.7398
277.6,97.7449
277.8,97.75
278,97.755
278.2,97.7601
278.4,97.7651
278.6,97.7702
278.8,97.7752
279,97.7802
279.2,97.7852
279.4,97.7902
279.6,97.7951
279.8,97.8001
280,97.805
280.2,97.81
280.4,97.8149
280.6,97.8198
280.8,97.8247
281,97.8296
281.2,97.8345
281.4,97.8394
281.6,97.8442
281.8,97.8491
282,97.8539
282.2,97.8588
282.4,97.8636
282.6,97.8684
282.8,97.8732
283,97.878
283.2,97.8827
283.4,97.8875
283.6,97.8923
283.8,97.897
284,97.9017
284.2,97.9065
284.4,97.9112
284.6,97.9159
284.8,97.9206
285,97.9252
285.2,97.9299
285.4,97.9346
285.6,97.9392
285.8,97.9438
286,97.9485
286.2,97.9531
286.4,97.9577
286.6,97.9623
286.8,97.9669
287,97.9714
287.2,97.976
287.4,97.9806
287.6,97.9851
287.8,97.9896
288,97.9942
288.2,97.9987
288.4,98.0032
288.6,98.0077
288.8,98.0121
289,98.0166
289.2,98.0211
289.4,98.0255
289.6,98.03
289.8,98.0344
290,98.0388
290.2,98.0432
290.4,98.0476
290.6,98.052
290.8,98.0564
291,98.0608
291.2,98.0652
291.4,98.0695
291.6,98.0739
291.8,98.0782
292,98.0825
292.2,98.0868
292.4,98.0911
292.6,98.0954
292.8,98.0997
293,98.104
293.2,98.1083
293.4,98.1125
293.6,98.1168
293.8,98.121
294,98.1252
294.2,98.1294
294.4,98.1336
294.6,98.1378
294.8,98.142
295,98.1462
295.2,98.1504
295.4,98.1545
295.6,98.1587
295.8,98.1628
296,98.167
296.2,98.1711
296.4,98.1752
296.6,98.1793
296.8,98.1834
297,98.1875
297.2,98.1916
297.4,98.1956
297.6,98.1997
297.8,98.2038
298,98.2078
298.2,98.2118
298.4,98.2159
298.6,98.2199
298.8,98.2239
299,98.2279
299.2,98.2319
299.4,98.2358
299.6,98.2398
299.8,98.2438
300,98.2477
300.2,98.2517
300.4,98.2556
300.6,98.2595
300.8,98.2634
301,98.2673
301.2,98.2712
301.4,98.2751
301.6,98.279
301.8,98.2829
302,98.2867
302.2,98.2906
302.4,98.2944
302.6,98.2983
302.8,98.3021
303,98.3059
303.2,98.3097
303.4,98.3135
303.6,98.3173
303.8,98.3211
304,98.3249
304.2,98.3287
304.4,98.3324
304.6,98.3362
304.8,98.3399
305,98.3437
305.2,98.3474
305.4,98.3511
305.6,98.3548
305.8,98.3585
306,98.3622
306.2,98.3659
306.4,98.3696
306.6,98.3732
306.8,98.3769
307,98.3806
307.2,98.3842
307.4,98.3878
307.6,98.3915
307.8,98.3951
308,98.3987
308.2,98.4023
308.4,98.4059
308.6,98.4095
308.8,98.413
309,98.4166
309.2,98.4202
309.4,98.4237
309.6,98.4273
309.8,98.4308
310,98.4344
310.2,98.4379
310.4,98.4414
310.6,98.4449
310.8,98.4484
311,98.4519
311.2,98.4554
311.4,98.4588
311.6,98.4623
311.8,98.4658
312,98.4692
312.2,98.4727
312.4,98.4761
312.6,98.4795
312.8,98.483
313,98.4864
313.2,98.4898
313.4,98.4932
313.6,98.4966
313.8,98.4999
314,98.5033
314.2,98.5067
314.4,98.51
314.6,98.5134
314.8,98.5167
315,98.5201
315.2,98.5234
315.4,98.5267
315.6,98.53
315.8,98.5334
316,98.5367
316.2,98.5399
316.4,98.5432
316.6,98.5465
316.8,98.5498
317,98.553
317.2,98.5563
317.4,98.5595
317.6,98.5628
317.8,98.566
318,98.5692
318.2,98.5725
318.4,98.5757
318.6,98.5789
318.8,98.5821
319,98.5853
319.2,98.5884
319.4,98.5916
319.6,98.5948
319.8,98.598
320,98.6011
320.2,98.6043
320.4,98.6074
320.6,98.6105
320.8,98.6137
321,98.6168
321.2,98.6199
321.4,98.623
321.6,98.6261
321.8,98.6292
322,98.6323
322.2,98.6353
322.4,98.6384
322.6,98.6415
322.8,98.6445
323,98.6476
323.2,98.6506
323.4,98.6537
323.6,98.6567
323.8,98.6597
324,98.6627
324.2,98.6657
324.4,98.6687
324.6,98.6717
324.8,98.6747
325,98.6777
325.2,98.6807
325.4,98.6836
325.6,98.6866
325.8,98.6896
326,98.6925
326.2,98.6955
326.4,98.6984
326.6,98.7013
326.8,98.7042
327,98.7072
327.2,98.7101
327.4,98.713
327.6,98.7159
327.8,98.7187
328,98.7216
328.2,98.7245
328.4,98.7274
328.6,98.7302
328.8,98.7331
329,98.7359
